#Gene Ontology derivation source to the child term of cellular component.
#Ver. Dec. 2020.
#Citation: Haiting Chai, Quan Gu, Joseph Hughes and David L. Robertson (202X), In silico prediction of HIV-1-host molecular interactions and their directionality, PLOS Computational Biology, XX(X): XXX-XXX, PMID: XXXXXXXX.
GO_ID	GO_name	GO_root_term(s)
GO:0000262	mitochondrial_chromosome	GO:0043226;GO:0044422;GO:0044464;
GO:0000274	mitochondrial_proton-transporting_ATP_synthase,_stator_stalk	GO:0032991;GO:0044422;GO:0044425;GO:0044464;
GO:0000275	mitochondrial_proton-transporting_ATP_synthase_complex,_catalytic_core_F(1)	GO:0032991;GO:0044422;GO:0044425;GO:0044464;
GO:0000276	mitochondrial_proton-transporting_ATP_synthase_complex,_coupling_factor_F(o)	GO:0032991;GO:0044422;GO:0044425;GO:0044464;
GO:0000306	extrinsic_component_of_vacuolar_membrane	GO:0044422;GO:0044425;GO:0044464;
GO:0000307	cyclin-dependent_protein_kinase_holoenzyme_complex	GO:0032991;GO:0044464;
GO:0000308	cytoplasmic_cyclin-dependent_protein_kinase_holoenzyme_complex	GO:0032991;GO:0044464;
GO:0000311	plastid_large_ribosomal_subunit	GO:0032991;GO:0044422;GO:0044464;
GO:0000312	plastid_small_ribosomal_subunit	GO:0032991;GO:0044422;GO:0044464;
GO:0000313	organellar_ribosome	GO:0032991;GO:0043226;GO:0044422;GO:0044464;
GO:0000314	organellar_small_ribosomal_subunit	GO:0032991;GO:0044422;GO:0044464;
GO:0000315	organellar_large_ribosomal_subunit	GO:0032991;GO:0044422;GO:0044464;
GO:0000322	storage_vacuole	GO:0043226;GO:0044464;
GO:0000323	lytic_vacuole	GO:0043226;GO:0044464;
GO:0000324	fungal-type_vacuole	GO:0043226;GO:0044464;
GO:0000325	plant-type_vacuole	GO:0043226;GO:0044464;
GO:0000326	protein_storage_vacuole	GO:0043226;GO:0044464;
GO:0000327	lytic_vacuole_within_protein_storage_vacuole	GO:0043226;GO:0044422;GO:0044464;
GO:0000328	fungal-type_vacuole_lumen	GO:0031974;GO:0044422;GO:0044464;
GO:0000329	fungal-type_vacuole_membrane	GO:0016020;GO:0044422;GO:0044464;
GO:0000330	plant-type_vacuole_lumen	GO:0031974;GO:0044422;GO:0044464;
GO:0000331	contractile_vacuole	GO:0043226;GO:0044464;
GO:0000333	telomerase_catalytic_core_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0000343	plastid-encoded_plastid_RNA_polymerase_complex_A	GO:0032991;GO:0044422;GO:0044464;
GO:0000344	plastid-encoded_plastid_RNA_polymerase_complex_B	GO:0032991;GO:0044422;GO:0044464;
GO:0000345	cytosolic_DNA-directed_RNA_polymerase_complex	GO:0032991;GO:0044464;
GO:0000346	transcription_export_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0000347	THO_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0000399	cellular_bud_neck_septin_structure	GO:0044464;
GO:0000407	phagophore_assembly_site	GO:0044464;
GO:0000408	EKC/KEOPS_complex	GO:0032991;GO:0044464;
GO:0000417	HIR_complex	GO:0032991;
GO:0000418	RNA_polymerase_IV_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0000419	RNA_polymerase_V_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0000421	autophagosome_membrane	GO:0016020;GO:0044422;GO:0044464;
GO:0000427	plastid-encoded_plastid_RNA_polymerase_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0000428	DNA-directed_RNA_polymerase_complex	GO:0032991;GO:0044464;
GO:0000438	core_TFIIH_complex_portion_of_holo_TFIIH_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0000439	transcription_factor_TFIIH_core_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0000440	core_TFIIH_complex_portion_of_NEF3_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0000444	MIS12/MIND_type_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0000445	THO_complex_part_of_transcription_export_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0000446	nucleoplasmic_THO_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0000500	RNA_polymerase_I_upstream_activating_factor_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0000502	proteasome_complex	GO:0032991;GO:0044464;
GO:0000506	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase_(GPI-GnT)_complex	GO:0032991;GO:0044422;GO:0044425;GO:0044464;
GO:0000775	chromosome,_centromeric_region	GO:0044422;GO:0044464;
GO:0000776	kinetochore	GO:0032991;GO:0043226;GO:0044422;GO:0044464;
GO:0000777	condensed_chromosome_kinetochore	GO:0032991;GO:0043226;GO:0044422;GO:0044464;
GO:0000778	condensed_nuclear_chromosome_kinetochore	GO:0032991;GO:0043226;GO:0044422;GO:0044464;
GO:0000779	condensed_chromosome,_centromeric_region	GO:0044422;GO:0044464;
GO:0000780	condensed_nuclear_chromosome,_centromeric_region	GO:0044422;GO:0044464;
GO:0000781	chromosome,_telomeric_region	GO:0044422;GO:0044464;
GO:0000782	telomere_cap_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0000783	nuclear_telomere_cap_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0000784	nuclear_chromosome,_telomeric_region	GO:0044422;GO:0044464;
GO:0000785	chromatin	GO:0044422;GO:0044464;
GO:0000786	nucleosome	GO:0032991;GO:0044422;GO:0044464;
GO:0000787	cytoplasmic_nucleosome	GO:0032991;GO:0044422;GO:0044464;
GO:0000788	nuclear_nucleosome	GO:0032991;GO:0044422;GO:0044464;
GO:0000789	cytoplasmic_chromatin	GO:0044422;GO:0044464;
GO:0000790	nuclear_chromatin	GO:0044422;GO:0044464;
GO:0000791	euchromatin	GO:0044422;GO:0044464;
GO:0000792	heterochromatin	GO:0044422;GO:0044464;
GO:0000793	condensed_chromosome	GO:0043226;GO:0044464;
GO:0000794	condensed_nuclear_chromosome	GO:0043226;GO:0044422;GO:0044464;
GO:0000795	synaptonemal_complex	GO:0044422;GO:0044464;
GO:0000796	condensin_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0000797	condensin_core_heterodimer	GO:0032991;GO:0044422;GO:0044464;
GO:0000798	nuclear_cohesin_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0000799	nuclear_condensin_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0000800	lateral_element	GO:0044422;GO:0044464;
GO:0000801	central_element	GO:0044422;GO:0044464;
GO:0000802	transverse_filament	GO:0044422;GO:0044464;
GO:0000803	sex_chromosome	GO:0043226;GO:0044464;
GO:0000804	W_chromosome	GO:0043226;GO:0044464;
GO:0000805	X_chromosome	GO:0043226;GO:0044464;
GO:0000806	Y_chromosome	GO:0043226;GO:0044464;
GO:0000807	Z_chromosome	GO:0043226;GO:0044464;
GO:0000808	origin_recognition_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0000809	cytoplasmic_origin_of_replication_recognition_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0000811	GINS_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0000812	Swr1_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0000813	ESCRT_I_complex	GO:0032991;GO:0044422;GO:0044425;GO:0044464;
GO:0000814	ESCRT_II_complex	GO:0032991;GO:0044422;GO:0044425;GO:0044464;
GO:0000815	ESCRT_III_complex	GO:0032991;GO:0044422;GO:0044425;GO:0044464;
GO:0000817	COMA_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0000818	nuclear_MIS12/MIND_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0000835	ER_ubiquitin_ligase_complex	GO:0032991;GO:0044422;GO:0044425;GO:0044464;
GO:0000836	Hrd1p_ubiquitin_ligase_complex	GO:0032991;GO:0044422;GO:0044425;GO:0044464;
GO:0000837	Doa10p_ubiquitin_ligase_complex	GO:0032991;GO:0044422;GO:0044425;GO:0044464;
GO:0000838	Hrd1p_ubiquitin_ligase_ERAD-M_complex	GO:0032991;GO:0044422;GO:0044425;GO:0044464;
GO:0000839	Hrd1p_ubiquitin_ligase_ERAD-L_complex	GO:0032991;GO:0044422;GO:0044425;GO:0044464;
GO:0000922	spindle_pole	GO:0044422;GO:0044464;
GO:0000923	equatorial_microtubule_organizing_center	GO:0044422;GO:0044464;
GO:0000924	gamma-tubulin_ring_complex,_centrosomal	GO:0032991;GO:0044422;GO:0044464;
GO:0000927	gamma-tubulin_small_complex,_centrosomal	GO:0032991;GO:0044422;GO:0044464;
GO:0000928	gamma-tubulin_small_complex,_spindle_pole_body	GO:0032991;GO:0044422;GO:0044464;
GO:0000930	gamma-tubulin_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0000931	gamma-tubulin_large_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0000932	P-body	GO:0032991;GO:0043226;GO:0044464;
GO:0000933	adventitious_septum	GO:0044464;
GO:0000934	porous_cell_septum	GO:0044464;
GO:0000935	division_septum	GO:0044464;
GO:0000936	primary_cell_septum	GO:0044464;
GO:0000937	dolipore_septum	GO:0044464;
GO:0000938	GARP_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0000939	condensed_chromosome_inner_kinetochore	GO:0032991;GO:0044422;GO:0044464;
GO:0000940	condensed_chromosome_outer_kinetochore	GO:0032991;GO:0044422;GO:0044464;
GO:0000941	condensed_nuclear_chromosome_inner_kinetochore	GO:0032991;GO:0044422;GO:0044464;
GO:0000942	condensed_nuclear_chromosome_outer_kinetochore	GO:0032991;GO:0044422;GO:0044464;
GO:0000943	retrotransposon_nucleocapsid	GO:0044422;GO:0044464;
GO:0000974	Prp19_complex	GO:0032991;
GO:0001114	protein-DNA-RNA_complex	GO:0032991;
GO:0001400	mating_projection_base	GO:0044464;
GO:0001401	mitochondrial_sorting_and_assembly_machinery_complex	GO:0032991;GO:0044422;GO:0044425;GO:0044464;
GO:0001405	PAM_complex,_Tim23_associated_import_motor	GO:0031974;GO:0032991;GO:0044422;GO:0044425;GO:0044464;
GO:0001411	hyphal_tip	GO:0044464;
GO:0001518	voltage-gated_sodium_channel_complex	GO:0032991;GO:0044425;GO:0044464;
GO:0001520	outer_dense_fiber	GO:0044422;GO:0044464;GO:0099080;
GO:0001527	microfibril	GO:0044421;GO:0099080;
GO:0001533	cornified_envelope	GO:0016020;GO:0044464;
GO:0001534	radial_spoke	GO:0032991;GO:0044422;GO:0044464;
GO:0001535	radial_spoke_head	GO:0032991;GO:0044422;GO:0044464;
GO:0001536	radial_spoke_stalk	GO:0032991;GO:0044422;GO:0044464;
GO:0001650	fibrillar_center	GO:0044422;GO:0044464;
GO:0001651	dense_fibrillar_component	GO:0044422;GO:0044464;
GO:0001652	granular_component	GO:0044422;GO:0044464;
GO:0001669	acrosomal_vesicle	GO:0043226;GO:0044464;
GO:0001673	male_germ_cell_nucleus	GO:0043226;GO:0044464;
GO:0001674	female_germ_cell_nucleus	GO:0043226;GO:0044464;
GO:0001725	stress_fiber	GO:0044422;GO:0044464;
GO:0001726	ruffle	GO:0044464;
GO:0001739	sex_chromatin	GO:0044422;GO:0044464;
GO:0001740	Barr_body	GO:0043226;GO:0044422;GO:0044464;
GO:0001741	XY_body	GO:0043226;GO:0044464;
GO:0001750	photoreceptor_outer_segment	GO:0044422;GO:0044464;
GO:0001772	immunological_synapse	GO:0044425;GO:0044464;
GO:0001891	phagocytic_cup	GO:0044425;GO:0044464;
GO:0001917	photoreceptor_inner_segment	GO:0044464;
GO:0001931	uropod	GO:0044464;
GO:0001939	female_pronucleus	GO:0043226;GO:0044464;
GO:0001940	male_pronucleus	GO:0043226;GO:0044464;
GO:0002079	inner_acrosomal_membrane	GO:0016020;GO:0044422;GO:0044425;GO:0044464;
GO:0002080	acrosomal_membrane	GO:0016020;GO:0044422;GO:0044464;
GO:0002081	outer_acrosomal_membrane	GO:0016020;GO:0044422;GO:0044425;GO:0044464;
GO:0002095	caveolar_macromolecular_signaling_complex	GO:0032991;GO:0044425;GO:0044464;
GO:0002096	polkadots	GO:0032991;GO:0044464;
GO:0002102	podosome	GO:0032991;GO:0043226;GO:0044422;GO:0044464;
GO:0002111	BRCA2-BRAF35_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0002116	semaphorin_receptor_complex	GO:0032991;
GO:0002133	polycystin_complex	GO:0032991;
GO:0002139	stereocilia_coupling_link	GO:0044464;
GO:0002140	stereocilia_tip_link	GO:0044464;
GO:0002141	stereocilia_ankle_link	GO:0044464;
GO:0002142	stereocilia_ankle_link_complex	GO:0032991;GO:0044464;
GO:0002144	cytosolic_tRNA_wobble_base_thiouridylase_complex	GO:0032991;GO:0044464;
GO:0002167	VRK3/VHR/ERK_complex	GO:0032991;
GO:0002169	3-methylcrotonyl-CoA_carboxylase_complex,_mitochondrial	GO:0032991;GO:0044422;GO:0044464;
GO:0002177	manchette	GO:0044422;GO:0044464;
GO:0002178	palmitoyltransferase_complex	GO:0032991;
GO:0002179	homodimeric_serine_palmitoyltransferase_complex	GO:0032991;GO:0044422;GO:0044425;GO:0044464;
GO:0002180	5-lipoxygenase_complex	GO:0032991;GO:0044422;GO:0044425;GO:0044464;
GO:0002185	creatine_kinase_complex	GO:0032991;
GO:0002186	cytosolic_creatine_kinase_complex	GO:0032991;GO:0044464;
GO:0002187	mitochondrial_creatine_kinase_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0002189	ribose_phosphate_diphosphokinase_complex	GO:0032991;
GO:0002193	MAML1-RBP-Jkappa-_ICN1_complex	GO:0032991;
GO:0002197	xanthine_dehydrogenase_complex	GO:0032991;
GO:0002199	zona_pellucida_receptor_complex	GO:0032991;
GO:0002929	MECO_complex	GO:0032991;
GO:0002944	cyclin_K-CDK12_complex	GO:0032991;GO:0044464;
GO:0002945	cyclin_K-CDK13_complex	GO:0032991;GO:0044464;
GO:0002947	tumor_necrosis_factor_receptor_superfamily_complex	GO:0032991;
GO:0005577	fibrinogen_complex	GO:0032991;GO:0044421;
GO:0005579	membrane_attack_complex	GO:0032991;GO:0044425;GO:0044464;
GO:0005581	collagen_trimer	GO:0032991;
GO:0005582	collagen_type_XV_trimer	GO:0032991;GO:0044421;
GO:0005583	fibrillar_collagen_trimer	GO:0032991;GO:0044421;
GO:0005584	collagen_type_I_trimer	GO:0032991;GO:0044421;
GO:0005585	collagen_type_II_trimer	GO:0032991;GO:0044421;
GO:0005586	collagen_type_III_trimer	GO:0032991;GO:0044421;
GO:0005587	collagen_type_IV_trimer	GO:0032991;GO:0044421;
GO:0005588	collagen_type_V_trimer	GO:0032991;GO:0044421;
GO:0005589	collagen_type_VI_trimer	GO:0032991;
GO:0005590	collagen_type_VII_trimer	GO:0032991;GO:0044421;
GO:0005591	collagen_type_VIII_trimer	GO:0032991;GO:0044421;
GO:0005592	collagen_type_XI_trimer	GO:0032991;GO:0044421;
GO:0005593	FACIT_collagen_trimer	GO:0032991;
GO:0005594	collagen_type_IX_trimer	GO:0032991;
GO:0005595	collagen_type_XII_trimer	GO:0032991;GO:0044421;
GO:0005596	collagen_type_XIV_trimer	GO:0032991;GO:0044421;
GO:0005597	collagen_type_XVI_trimer	GO:0032991;
GO:0005598	short-chain_collagen_trimer	GO:0032991;
GO:0005599	collagen_type_X_trimer	GO:0032991;GO:0044421;
GO:0005600	collagen_type_XIII_trimer	GO:0032991;GO:0044425;GO:0044464;
GO:0005601	classical-complement-pathway_C3/C5_convertase_complex	GO:0032991;GO:0044421;
GO:0005602	complement_component_C1_complex	GO:0032991;GO:0044421;
GO:0005604	basement_membrane	GO:0044421;
GO:0005606	laminin-1_complex	GO:0032991;GO:0044421;
GO:0005607	laminin-2_complex	GO:0032991;GO:0044421;
GO:0005608	laminin-3_complex	GO:0032991;GO:0044421;
GO:0005609	laminin-4_complex	GO:0032991;GO:0044421;
GO:0005610	laminin-5_complex	GO:0032991;GO:0044421;
GO:0005611	laminin-6_complex	GO:0032991;GO:0044421;
GO:0005612	laminin-7_complex	GO:0032991;GO:0044421;
GO:0005614	interstitial_matrix	GO:0044421;
GO:0005615	extracellular_space	GO:0044421;
GO:0005616	larval_serum_protein_complex	GO:0032991;GO:0044421;
GO:0005618	cell_wall	GO:0044464;
GO:0005619	ascospore_wall	GO:0044464;
GO:0005621	cellular_bud_scar	GO:0044464;
GO:0005622	intracellular	GO:0044464;
GO:0005628	prospore_membrane	GO:0016020;GO:0044464;
GO:0005630	dityrosine_layer_of_spore_wall	GO:0044464;
GO:0005631	chitosan_layer_of_spore_wall	GO:0044464;
GO:0005632	inner_layer_of_spore_wall	GO:0044464;
GO:0005633	ascus_lipid_droplet	GO:0043226;GO:0044464;
GO:0005634	nucleus	GO:0043226;GO:0044464;
GO:0005635	nuclear_envelope	GO:0044422;GO:0044464;
GO:0005637	nuclear_inner_membrane	GO:0016020;GO:0044422;GO:0044464;
GO:0005638	lamin_filament	GO:0044422;GO:0044464;GO:0099080;
GO:0005639	integral_component_of_nuclear_inner_membrane	GO:0044422;GO:0044425;GO:0044464;
GO:0005640	nuclear_outer_membrane	GO:0016020;GO:0044422;GO:0044425;GO:0044464;
GO:0005641	nuclear_envelope_lumen	GO:0031974;GO:0044422;GO:0044464;
GO:0005642	annulate_lamellae	GO:0016020;GO:0044425;GO:0044464;
GO:0005643	nuclear_pore	GO:0032991;GO:0044422;GO:0044464;
GO:0005652	nuclear_lamina	GO:0044422;GO:0044464;
GO:0005654	nucleoplasm	GO:0044422;GO:0044464;
GO:0005655	nucleolar_ribonuclease_P_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0005656	nuclear_pre-replicative_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0005657	replication_fork	GO:0044422;GO:0044464;
GO:0005658	alpha_DNA_polymerase:primase_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0005662	DNA_replication_factor_A_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0005663	DNA_replication_factor_C_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0005664	nuclear_origin_of_replication_recognition_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0005665	RNA_polymerase_II,_core_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0005666	RNA_polymerase_III_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0005667	transcription_factor_complex	GO:0032991;GO:0044464;
GO:0005668	RNA_polymerase_transcription_factor_SL1_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0005669	transcription_factor_TFIID_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0005671	Ada2/Gcn5/Ada3_transcription_activator_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0005672	transcription_factor_TFIIA_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0005673	transcription_factor_TFIIE_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0005674	transcription_factor_TFIIF_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0005675	transcription_factor_TFIIH_holo_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0005677	chromatin_silencing_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0005680	anaphase-promoting_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0005681	spliceosomal_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0005682	U5_snRNP	GO:0032991;GO:0044422;GO:0044464;
GO:0005683	U7_snRNP	GO:0032991;GO:0044422;GO:0044464;
GO:0005684	U2-type_spliceosomal_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0005685	U1_snRNP	GO:0032991;GO:0044422;GO:0044464;
GO:0005686	U2_snRNP	GO:0032991;GO:0044422;GO:0044464;
GO:0005687	U4_snRNP	GO:0032991;GO:0044422;GO:0044464;
GO:0005688	U6_snRNP	GO:0032991;GO:0044422;GO:0044464;
GO:0005689	U12-type_spliceosomal_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0005690	U4atac_snRNP	GO:0032991;GO:0044422;GO:0044464;
GO:0005691	U6atac_snRNP	GO:0032991;GO:0044422;GO:0044464;
GO:0005692	U11_snRNP	GO:0032991;GO:0044422;GO:0044464;
GO:0005693	U12_snRNP	GO:0032991;GO:0044422;GO:0044464;
GO:0005694	chromosome	GO:0043226;GO:0044464;
GO:0005697	telomerase_holoenzyme_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0005700	polytene_chromosome	GO:0043226;GO:0044464;
GO:0005701	polytene_chromosome_chromocenter	GO:0044422;GO:0044464;
GO:0005702	polytene_chromosome_weak_point	GO:0044422;GO:0044464;
GO:0005703	polytene_chromosome_puff	GO:0044422;GO:0044464;
GO:0005704	polytene_chromosome_band	GO:0044422;GO:0044464;
GO:0005705	polytene_chromosome_interband	GO:0044422;GO:0044464;
GO:0005706	polytene_chromosome_ectopic_fiber	GO:0044422;GO:0044464;
GO:0005712	chiasma	GO:0044422;GO:0044464;
GO:0005713	recombination_nodule	GO:0044422;GO:0044464;
GO:0005714	early_recombination_nodule	GO:0044422;GO:0044464;
GO:0005715	late_recombination_nodule	GO:0044422;GO:0044464;
GO:0005719	nuclear_euchromatin	GO:0044422;GO:0044464;
GO:0005720	nuclear_heterochromatin	GO:0044422;GO:0044464;
GO:0005721	pericentric_heterochromatin	GO:0044422;GO:0044464;
GO:0005722	beta-heterochromatin	GO:0044422;GO:0044464;
GO:0005723	alpha-heterochromatin	GO:0044422;GO:0044464;
GO:0005724	nuclear_telomeric_heterochromatin	GO:0044422;GO:0044464;
GO:0005725	intercalary_heterochromatin	GO:0044422;GO:0044464;
GO:0005726	perichromatin_fibrils	GO:0044422;GO:0044464;
GO:0005727	extrachromosomal_circular_DNA	GO:0044464;
GO:0005728	extrachromosomal_rDNA_circle	GO:0044464;
GO:0005729	2-micrometer_circle_DNA	GO:0044464;
GO:0005730	nucleolus	GO:0043226;GO:0044422;GO:0044464;
GO:0005731	nucleolus_organizer_region	GO:0032991;GO:0044422;GO:0044464;
GO:0005732	small_nucleolar_ribonucleoprotein_complex	GO:0032991;
GO:0005736	RNA_polymerase_I_complex	GO:0032991;GO:0044422;GO:0044464;
GO:0005737	cytoplasm	GO:0044464;
GO:0005739	mitochondrion	GO:0043226;GO:0044464;
GO:0005740	mitochondrial_envelope	GO:0044422;GO:0044464;
GO:0005741	mitochondrial_outer_membrane	GO:0016020;GO:0044422;GO:0044464;
GO:0005742	mitochondrial_outer_membrane_translocase_complex	GO:0032991;GO:0044422;GO:0044425;GO:0044464;
GO:0005743	mitochondrial_inner_membrane	GO:0016020;GO:0044422;GO:0044464;
GO:0005744	TIM23_mitochondrial_import_inner_membrane_translocase_complex	GO:0032991;GO:0044422;GO:0044425;GO:0044464;
GO:0005745	m-AAA_complex	GO:0032991;GO:0044422;GO:0044425;GO:0044464;
GO:0005746	mitochondrial_respiratory_chain	GO:0044422;GO:0044425;GO:0044464;
GO:0005747	mitochondrial_respiratory_chain_complex_I	GO:0032991;GO:0044422;GO:0044425;GO:0044464;
GO:0005749	mitochondrial_respiratory_chain_complex_II,_succinate_dehydrogenase_complex_(ubiquinone)	GO:0032991;GO:0044422;GO:0044425;GO:0044464;
