#Gene Ontology mapping source to the child term of molecular function.
#Ver. Dec. 2020.
#Citation: Haiting Chai, Quan Gu, Joseph Hughes and David L. Robertson (202X), In silico prediction of HIV-1-host molecular interactions and their directionality, PLOS Computational Biology, XX(X): XXX-XXX, PMID: XXXXXXXX.
GO_ID	GO_name	GO_root_term(s)
GO:0000246	delta24(24-1)_sterol_reductase_activity	GO:0003824;
GO:0000247	C-8_sterol_isomerase_activity	GO:0003824;
GO:0000248	C-5_sterol_desaturase_activity	GO:0003824;
GO:0000249	C-22_sterol_desaturase_activity	GO:0003824;
GO:0000250	lanosterol_synthase_activity	GO:0003824;
GO:0000252	C-3_sterol_dehydrogenase_(C-4_sterol_decarboxylase)_activity	GO:0003824;
GO:0000253	3-keto_sterol_reductase_activity	GO:0003824;
GO:0000254	C-4_methylsterol_oxidase_activity	GO:0003824;
GO:0000257	nitrilase_activity	GO:0003824;
GO:0000268	peroxisome_targeting_sequence_binding	GO:0005488;
GO:0000269	toxin_export_channel_activity	GO:0005215;
GO:0000277	[cytochrome_c]-lysine_N-methyltransferase_activity	GO:0003824;
GO:0000285	1-phosphatidylinositol-3-phosphate_5-kinase_activity	GO:0003824;
GO:0000286	alanine_dehydrogenase_activity	GO:0003824;
GO:0000287	magnesium_ion_binding	GO:0005488;
GO:0000293	ferric-chelate_reductase_activity	GO:0003824;
GO:0000295	adenine_nucleotide_transmembrane_transporter_activity	GO:0005215;
GO:0000297	spermine_transmembrane_transporter_activity	GO:0005215;
GO:0000298	endopolyphosphatase_activity	GO:0003824;
GO:0000309	nicotinamide-nucleotide_adenylyltransferase_activity	GO:0003824;
GO:0000310	xanthine_phosphoribosyltransferase_activity	GO:0003824;
GO:0000319	sulfite_transmembrane_transporter_activity	GO:0005215;
GO:0000332	template_for_synthesis_of_G-rich_strand_of_telomere_DNA_activity	GO:0005488;
GO:0000334	3-hydroxyanthranilate_3,4-dioxygenase_activity	GO:0003824;
GO:0000339	RNA_cap_binding	GO:0005488;
GO:0000340	RNA_7-methylguanosine_cap_binding	GO:0005488;
GO:0000341	RNA_trimethylguanosine_cap_binding	GO:0005488;
GO:0000342	RNA_cap_4_binding	GO:0005488;
GO:0000384	first_spliceosomal_transesterification_activity	GO:0003824;
GO:0000386	second_spliceosomal_transesterification_activity	GO:0003824;
GO:0000400	four-way_junction_DNA_binding	GO:0005488;
GO:0000401	open_form_four-way_junction_DNA_binding	GO:0005488;
GO:0000402	crossed_form_four-way_junction_DNA_binding	GO:0005488;
GO:0000403	Y-form_DNA_binding	GO:0005488;
GO:0000404	heteroduplex_DNA_loop_binding	GO:0005488;
GO:0000405	bubble_DNA_binding	GO:0005488;
GO:0000406	double-strand/single-strand_DNA_junction_binding	GO:0005488;
GO:0000496	base_pairing	GO:0005488;
GO:0000497	base_pairing_with_DNA	GO:0005488;
GO:0000498	base_pairing_with_RNA	GO:0005488;
GO:0000499	base_pairing_with_mRNA	GO:0005488;
GO:0000700	mismatch_base_pair_DNA_N-glycosylase_activity	GO:0003824;
GO:0000701	purine-specific_mismatch_base_pair_DNA_N-glycosylase_activity	GO:0003824;
GO:0000702	oxidized_base_lesion_DNA_N-glycosylase_activity	GO:0003824;
GO:0000703	oxidized_pyrimidine_nucleobase_lesion_DNA_N-glycosylase_activity	GO:0003824;
GO:0000704	pyrimidine_dimer_DNA_N-glycosylase_activity	GO:0003824;
GO:0000721	(R,R)-butanediol_dehydrogenase_activity	GO:0003824;
GO:0000772	mating_pheromone_activity	GO:0005488;
GO:0000773	phosphatidyl-N-methylethanolamine_N-methyltransferase_activity	GO:0003824;
GO:0000774	adenyl-nucleotide_exchange_factor_activity	GO:0005488;GO:0098772;
GO:0000810	diacylglycerol_diphosphate_phosphatase_activity	GO:0003824;
GO:0000822	inositol_hexakisphosphate_binding	GO:0005488;
GO:0000823	inositol-1,4,5-trisphosphate_6-kinase_activity	GO:0003824;
GO:0000824	inositol_tetrakisphosphate_3-kinase_activity	GO:0003824;
GO:0000825	inositol_tetrakisphosphate_6-kinase_activity	GO:0003824;
GO:0000827	inositol-1,3,4,5,6-pentakisphosphate_kinase_activity	GO:0003824;
GO:0000828	inositol_hexakisphosphate_kinase_activity	GO:0003824;
GO:0000829	inositol_heptakisphosphate_kinase_activity	GO:0003824;
GO:0000830	inositol_hexakisphosphate_4-kinase_activity	GO:0003824;
GO:0000831	inositol_hexakisphosphate_6-kinase_activity	GO:0003824;
GO:0000832	inositol_hexakisphosphate_5-kinase_activity	GO:0003824;
GO:0000833	inositol_heptakisphosphate_4-kinase_activity	GO:0003824;
GO:0000834	inositol_heptakisphosphate_6-kinase_activity	GO:0003824;
GO:0000900	translation_repressor_activity,_mRNA_regulatory_element_binding	GO:0005488;GO:0045182;
GO:0000901	translation_repressor_activity,_non-nucleic_acid_binding	GO:0045182;
GO:0000906	6,7-dimethyl-8-ribityllumazine_synthase_activity	GO:0003824;
GO:0000907	sulfonate_dioxygenase_activity	GO:0003824;
GO:0000908	taurine_dioxygenase_activity	GO:0003824;
GO:0000944	base_pairing_with_rRNA	GO:0005488;
GO:0000945	base_pairing_with_snRNA	GO:0005488;
GO:0000946	base_pairing_with_tRNA	GO:0005488;
GO:0000976	transcription_regulatory_region_sequence-specific_DNA_binding	GO:0005488;
GO:0000977	RNA_polymerase_II_regulatory_region_sequence-specific_DNA_binding	GO:0005488;
GO:0000978	RNA_polymerase_II_proximal_promoter_sequence-specific_DNA_binding	GO:0005488;
GO:0000979	RNA_polymerase_II_core_promoter_sequence-specific_DNA_binding	GO:0005488;
GO:0000980	RNA_polymerase_II_distal_enhancer_sequence-specific_DNA_binding	GO:0005488;
GO:0000981	DNA-binding_transcription_factor_activity,_RNA_polymerase_II-specific	GO:0140110;
GO:0000982	transcription_factor_activity,_RNA_polymerase_II_proximal_promoter_sequence-specific_DNA_binding	GO:0140110;
GO:0000983	transcription_factor_activity,_RNA_polymerase_II_core_promoter_sequence-specific_DNA_binding	GO:0140110;
GO:0000984	bacterial-type_RNA_polymerase_regulatory_region_sequence-specific_DNA_binding	GO:0005488;
GO:0000985	bacterial-type_RNA_polymerase_core_promoter_sequence-specific_DNA_binding	GO:0005488;
GO:0000986	bacterial-type_proximal_promoter_sequence-specific_DNA_binding	GO:0005488;
GO:0000987	proximal_promoter_sequence-specific_DNA_binding	GO:0005488;
GO:0000992	polymerase_III_regulatory_region_sequence-specific_DNA_binding	GO:0005488;
GO:0000993	RNA_polymerase_II_complex_binding	GO:0005488;
GO:0000994	RNA_polymerase_III_core_binding	GO:0005488;
GO:0000995	RNA_polymerase_III_general_transcription_initiation_factor_activity	GO:0140110;
GO:0001000	bacterial-type_RNA_polymerase_core_enzyme_binding	GO:0005488;
GO:0001001	mitochondrial_single-subunit_type_RNA_polymerase_binding	GO:0005488;
GO:0001002	RNA_polymerase_III_type_1_promoter_sequence-specific_DNA_binding	GO:0005488;
GO:0001003	RNA_polymerase_III_type_2_promoter_sequence-specific_DNA_binding	GO:0005488;
GO:0001004	RNA_polymerase_III_transcription_regulator_recruiting_activity	GO:0005488;GO:0140110;
GO:0001006	RNA_polymerase_III_type_3_promoter_sequence-specific_DNA_binding	GO:0005488;
GO:0001010	RNA_polymerase_II_sequence-specific_DNA-binding_transcription_factor_recruiting_activity	GO:0005488;
GO:0001011	transcription_factor_activity,_sequence-specific_DNA_binding,_RNA_polymerase_recruiting	GO:0140110;
GO:0001012	RNA_polymerase_II_regulatory_region_DNA_binding	GO:0005488;
GO:0001013	RNA_polymerase_I_regulatory_region_DNA_binding	GO:0005488;
GO:0001016	RNA_polymerase_III_regulatory_region_DNA_binding	GO:0005488;
GO:0001017	bacterial-type_RNA_polymerase_regulatory_region_DNA_binding	GO:0005488;
GO:0001018	mitochondrial_promoter_sequence-specific_DNA_binding	GO:0005488;
GO:0001019	plastid_RNA_polymerase_regulatory_region_DNA_binding	GO:0005488;
GO:0001025	RNA_polymerase_III_transcription_factor_binding	GO:0005488;
GO:0001030	RNA_polymerase_III_type_1_promoter_DNA_binding	GO:0005488;
GO:0001031	RNA_polymerase_III_type_2_promoter_DNA_binding	GO:0005488;
GO:0001032	RNA_polymerase_III_type_3_promoter_DNA_binding	GO:0005488;
GO:0001037	RNA_polymerase_III_hybrid_type_promoter_DNA_binding	GO:0005488;
GO:0001039	RNA_polymerase_III_hybrid_type_promoter_sequence-specific_DNA_binding	GO:0005488;
GO:0001042	RNA_polymerase_I_core_binding	GO:0005488;
GO:0001046	core_promoter_sequence-specific_DNA_binding	GO:0005488;
GO:0001047	core_promoter_binding	GO:0005488;
GO:0001048	RNA_polymerase_IV_core_binding	GO:0005488;
GO:0001049	RNA_polymerase_V_core_binding	GO:0005488;
GO:0001050	single-subunit_type_RNA_polymerase_binding	GO:0005488;
GO:0001051	plastid_single-subunit_type_RNA_polymerase_binding	GO:0005488;
GO:0001052	plastid_PEP_RNA_polymerase_core_enzyme_binding	GO:0005488;
GO:0001054	RNA_polymerase_I_activity	GO:0003824;
GO:0001055	RNA_polymerase_II_activity	GO:0003824;
GO:0001056	RNA_polymerase_III_activity	GO:0003824;
GO:0001057	RNA_polymerase_IV_activity	GO:0003824;
GO:0001058	RNA_polymerase_V_activity	GO:0003824;
GO:0001061	bacterial-type_RNA_polymerase_activity	GO:0003824;
GO:0001062	plastid_PEP-A_RNA_polymerase_activity	GO:0003824;
GO:0001063	plastid_PEP-B_RNA_polymerase_activity	GO:0003824;
GO:0001064	single_subunit_type_RNA_polymerase_activity	GO:0003824;
GO:0001065	mitochondrial_single_subunit_type_RNA_polymerase_activity	GO:0003824;
GO:0001066	plastid_single_subunit_type_RNA_polymerase_activity	GO:0003824;
GO:0001067	regulatory_region_nucleic_acid_binding	GO:0005488;
GO:0001068	transcription_regulatory_region_RNA_binding	GO:0005488;
GO:0001069	regulatory_region_RNA_binding	GO:0005488;
GO:0001070	RNA-binding_transcription_regulator_activity	GO:0140110;
GO:0001072	transcription_antitermination_factor_activity,_RNA_binding	GO:0140110;
GO:0001073	transcription_antitermination_factor_activity,_DNA_binding	GO:0140110;
GO:0001074	transcription_factor_activity,_RNA_polymerase_II_proximal_promoter_sequence-specific_DNA_binding_involved_in_preinitiation_complex_assembly	GO:0140110;
GO:0001075	transcription_factor_activity,_RNA_polymerase_II_core_promoter_sequence-specific_binding_involved_in_preinitiation_complex_assembly	GO:0140110;
GO:0001077	proximal_promoter_DNA-binding_transcription_activator_activity,_RNA_polymerase_II-specific	GO:0140110;
GO:0001078	proximal_promoter_DNA-binding_transcription_repressor_activity,_RNA_polymerase_II-specific	GO:0140110;
GO:0001085	RNA_polymerase_II_transcription_factor_binding	GO:0005488;
GO:0001091	RNA_polymerase_II_basal_transcription_factor_binding	GO:0005488;
GO:0001092	TFIIA-class_transcription_factor_complex_binding	GO:0005488;
GO:0001093	TFIIB-class_transcription_factor_binding	GO:0005488;
GO:0001094	TFIID-class_transcription_factor_complex_binding	GO:0005488;
GO:0001095	TFIIE-class_transcription_factor_complex_binding	GO:0005488;
GO:0001096	TFIIF-class_transcription_factor_complex_binding	GO:0005488;
GO:0001097	TFIIH-class_transcription_factor_complex_binding	GO:0005488;
GO:0001098	basal_transcription_machinery_binding	GO:0005488;
GO:0001099	basal_RNA_polymerase_II_transcription_machinery_binding	GO:0005488;
GO:0001102	RNA_polymerase_II_activating_transcription_factor_binding	GO:0005488;
GO:0001103	RNA_polymerase_II_repressing_transcription_factor_binding	GO:0005488;
GO:0001108	bacterial-type_RNA_polymerase_holo_enzyme_binding	GO:0005488;
GO:0001128	RNA_polymerase_II_transcription_coactivator_activity_involved_in_preinitiation_complex_assembly	GO:0140110;
GO:0001130	bacterial-type_RNA_polymerase_transcription_factor_activity,_sequence-specific_DNA_binding	GO:0140110;
GO:0001131	transcription_factor_activity,_bacterial-type_RNA_polymerase_proximal_promoter_sequence-specific_DNA_binding	GO:0140110;
GO:0001134	transcription_regulator_recruiting_activity	GO:0005488;GO:0140110;
GO:0001135	RNA_polymerase_II_transcription_regulator_recruiting_activity	GO:0005488;GO:0140110;
GO:0001139	RNA_polymerase_II_complex_recruiting_activity	GO:0005488;
GO:0001140	transcriptional_activator_activity,_bacterial-type_RNA_polymerase_proximal_promoter_sequence-specific_DNA_binding	GO:0140110;
GO:0001141	transcriptional_repressor_activity,_bacterial-type_RNA_polymerase_proximal_promoter_sequence-specific_DNA_binding	GO:0140110;
GO:0001145	mitochondrial_RNA_polymerase_termination_site_sequence-specific_DNA_binding	GO:0005488;
GO:0001147	transcription_termination_site_sequence-specific_DNA_binding	GO:0005488;
GO:0001148	bacterial-type_RNA_polymerase_termination_site_sequence-specific_DNA_binding	GO:0005488;
GO:0001149	transcription_factor_activity,_bacterial-type_RNA_polymerase_termination_site_sequence-specific_binding	GO:0140110;
GO:0001150	bacterial-type_RNA_polymerase_enhancer_sequence-specific_DNA_binding	GO:0005488;
GO:0001151	transcription_factor_activity,_bacterial-type_RNA_polymerase_transcription_enhancer_sequence-specific_binding	GO:0140110;
GO:0001154	TFIIIB-class_transcription_factor_complex_binding	GO:0005488;
GO:0001155	TFIIIA-class_transcription_factor_binding	GO:0005488;
GO:0001156	TFIIIC-class_transcription_factor_complex_binding	GO:0005488;
GO:0001158	enhancer_sequence-specific_DNA_binding	GO:0005488;
GO:0001160	transcription_termination_site_DNA_binding	GO:0005488;
GO:0001161	intronic_transcription_regulatory_region_sequence-specific_DNA_binding	GO:0005488;
GO:0001162	RNA_polymerase_II_intronic_transcription_regulatory_region_sequence-specific_DNA_binding	GO:0005488;
GO:0001163	RNA_polymerase_I_regulatory_region_sequence-specific_DNA_binding	GO:0005488;
GO:0001164	RNA_polymerase_I_CORE_element_sequence-specific_DNA_binding	GO:0005488;
GO:0001165	RNA_polymerase_I_upstream_control_element_sequence-specific_DNA_binding	GO:0005488;
GO:0001166	RNA_polymerase_I_enhancer_sequence-specific_DNA_binding	GO:0005488;
GO:0001179	RNA_polymerase_I_transcription_factor_binding	GO:0005488;
GO:0001181	RNA_polymerase_I_general_transcription_initiation_factor_activity	GO:0140110;
GO:0001186	RNA_polymerase_I_transcription_regulator_recruiting_activity	GO:0005488;GO:0140110;
GO:0001199	transcription_factor_activity,_metal_ion_regulated_sequence-specific_DNA_binding	GO:0140110;
GO:0001200	RNA_polymerase_II_transcription_factor_activity,_metal_ion_regulated_sequence-specific_DNA_binding	GO:0140110;
GO:0001201	RNA_polymerase_II_transcription_factor_activity,_metal_ion_regulated_proximal_promoter_sequence-specific_DNA_binding	GO:0140110;
GO:0001202	RNA_polymerase_II_transcription_factor_activity,_copper_ion_regulated_proximal_promoter_sequence-specific_DNA_binding	GO:0140110;
GO:0001203	RNA_polymerase_II_transcription_factor_activity,_zinc_ion_regulated_proximal_promoter_sequence-specific_DNA_binding	GO:0140110;
GO:0001204	bacterial-type_RNA_polymerase_transcription_factor_activity,_metal_ion_regulated_sequence-specific_DNA_binding	GO:0140110;
GO:0001205	distal_enhancer_DNA-binding_transcription_activator_activity,_RNA_polymerase_II-specific	GO:0140110;
GO:0001206	distal_enhancer_DNA-binding_transcription_repressor_activity,_RNA_polymerase_II-specific	GO:0140110;
GO:0001209	transcriptional_activator_activity,_metal_ion_regulated_sequence-specific_DNA_binding	GO:0140110;
GO:0001210	transcriptional_repressor_activity,_metal_ion_regulated_sequence-specific_DNA_binding	GO:0140110;
GO:0001211	RNA_polymerase_II_transcriptional_activator_activity,_copper_ion_regulated_proximal_promoter_sequence-specific_DNA_binding	GO:0140110;
GO:0001212	RNA_polymerase_II_transcriptional_activator_activity,_zinc_ion_regulated_proximal_promoter_sequence-specific_DNA_binding	GO:0140110;
GO:0001213	RNA_polymerase_II_transcriptional_activator_activity,_metal_ion_regulated_proximal_promoter_sequence-specific_DNA_binding	GO:0140110;
GO:0001214	RNA_polymerase_II_transcriptional_repressor_activity,_metal_ion_regulated_proximal_promoter_sequence-specific_DNA_binding	GO:0140110;
GO:0001215	bacterial-type_RNA_polymerase_transcriptional_activator_activity,_metal_ion_regulated_sequence-specific_DNA_binding	GO:0140110;
GO:0001216	bacterial-type_RNA_polymerase_transcriptional_activator_activity,_sequence-specific_DNA_binding	GO:0140110;
GO:0001217	bacterial-type_RNA_polymerase_transcriptional_repressor_activity,_sequence-specific_DNA_binding	GO:0140110;
GO:0001218	bacterial-type_RNA_polymerase_transcriptional_repressor_activity,_metal_ion_regulated_sequence-specific_DNA_binding	GO:0140110;
GO:0001219	bacterial-type_RNA_polymerase_transcriptional_repressor_activity,_copper_ion_regulated_sequence-specific_DNA_binding	GO:0140110;
GO:0001220	bacterial-type_RNA_polymerase_transcriptional_repressor_activity,_cadmium_ion_regulated_sequence-specific_DNA_binding	GO:0140110;
GO:0001221	transcription_cofactor_binding	GO:0005488;
GO:0001222	transcription_corepressor_binding	GO:0005488;
GO:0001223	transcription_coactivator_binding	GO:0005488;
GO:0001224	RNA_polymerase_II_transcription_cofactor_binding	GO:0005488;
GO:0001225	RNA_polymerase_II_transcription_coactivator_binding	GO:0005488;
GO:0001226	RNA_polymerase_II_transcription_corepressor_binding	GO:0005488;
GO:0001227	DNA-binding_transcription_repressor_activity,_RNA_polymerase_II-specific	GO:0140110;
GO:0001228	DNA-binding_transcription_activator_activity,_RNA_polymerase_II-specific	GO:0140110;
GO:0001406	glycerophosphodiester_transmembrane_transporter_activity	GO:0005215;
GO:0001409	guanine_nucleotide_transmembrane_transporter_activity	GO:0005215;
GO:0001512	dihydronicotinamide_riboside_quinone_reductase_activity	GO:0003824;
GO:0001515	opioid_peptide_activity	GO:0005488;GO:0098772;
GO:0001517	N-acetylglucosamine_6-O-sulfotransferase_activity	GO:0003824;
GO:0001530	lipopolysaccharide_binding	GO:0005488;
GO:0001531	interleukin-21_receptor_binding	GO:0005488;
GO:0001532	interleukin-21_receptor_activity	GO:0060089;
GO:0001537	N-acetylgalactosamine_4-O-sulfotransferase_activity	GO:0003824;
GO:0001540	amyloid-beta_binding	GO:0005488;
GO:0001565	phorbol_ester_receptor_activity	GO:0060089;
GO:0001566	non-kinase_phorbol_ester_receptor_activity	GO:0060089;
GO:0001567	cholesterol_25-hydroxylase_activity	GO:0003824;
GO:0001571	non-tyrosine_kinase_fibroblast_growth_factor_receptor_activity	GO:0060089;
GO:0001586	Gi/o-coupled_serotonin_receptor_activity	GO:0060089;
GO:0001587	Gq/11-coupled_serotonin_receptor_activity	GO:0060089;
GO:0001588	dopamine_neurotransmitter_receptor_activity,_coupled_via_Gs	GO:0060089;
GO:0001591	dopamine_neurotransmitter_receptor_activity,_coupled_via_Gi/Go	GO:0060089;
GO:0001594	trace-amine_receptor_activity	GO:0060089;
GO:0001595	angiotensin_receptor_activity	GO:0060089;
GO:0001596	angiotensin_type_I_receptor_activity	GO:0060089;
GO:0001601	peptide_YY_receptor_activity	GO:0060089;
GO:0001602	pancreatic_polypeptide_receptor_activity	GO:0060089;
GO:0001604	urotensin_II_receptor_activity	GO:0060089;
GO:0001605	adrenomedullin_receptor_activity	GO:0060089;
GO:0001607	neuromedin_U_receptor_activity	GO:0060089;
GO:0001608	G_protein-coupled_nucleotide_receptor_activity	GO:0060089;
GO:0001609	G_protein-coupled_adenosine_receptor_activity	GO:0060089;
GO:0001614	purinergic_nucleotide_receptor_activity	GO:0060089;
GO:0001616	growth_hormone_secretagogue_receptor_activity	GO:0060089;
GO:0001621	ADP_receptor_activity	GO:0060089;
GO:0001626	nociceptin_receptor_activity	GO:0060089;
GO:0001631	cysteinyl_leukotriene_receptor_activity	GO:0060089;
GO:0001632	leukotriene_B4_receptor_activity	GO:0060089;
GO:0001634	pituitary_adenylate_cyclase-activating_polypeptide_receptor_activity	GO:0060089;
GO:0001635	calcitonin_gene-related_peptide_receptor_activity	GO:0060089;
GO:0001637	G_protein-coupled_chemoattractant_receptor_activity	GO:0060089;
GO:0001639	PLC_activating_G_protein-coupled_glutamate_receptor_activity	GO:0060089;
GO:0001640	adenylate_cyclase_inhibiting_G_protein-coupled_glutamate_receptor_activity	GO:0060089;
GO:0001641	group_II_metabotropic_glutamate_receptor_activity	GO:0060089;
GO:0001642	group_III_metabotropic_glutamate_receptor_activity	GO:0060089;
GO:0001646	cAMP_receptor_activity	GO:0060089;
GO:0001647	G_protein-coupled_cytokinin_receptor_activity	GO:0060089;
GO:0001648	proteinase_activated_receptor_activity	GO:0060089;
GO:0001653	peptide_receptor_activity	GO:0060089;
GO:0001664	G_protein-coupled_receptor_binding	GO:0005488;
GO:0001665	alpha-N-acetylgalactosaminide_alpha-2,6-sialyltransferase_activity	GO:0003824;
GO:0001671	ATPase_activator_activity	GO:0098772;
GO:0001681	sialate_O-acetylesterase_activity	GO:0003824;
GO:0001691	pseudophosphatase_activity	GO:0098772;
GO:0001716	L-amino-acid_oxidase_activity	GO:0003824;
GO:0001727	lipid_kinase_activity	GO:0003824;
GO:0001729	ceramide_kinase_activity	GO:0003824;
GO:0001730	2'-5'-oligoadenylate_synthetase_activity	GO:0003824;
GO:0001733	galactosylceramide_sulfotransferase_activity	GO:0003824;
GO:0001734	mRNA_(N6-adenosine)-methyltransferase_activity	GO:0003824;
GO:0001735	prenylcysteine_oxidase_activity	GO:0003824;
GO:0001758	retinal_dehydrogenase_activity	GO:0003824;
GO:0001760	aminocarboxymuconate-semialdehyde_decarboxylase_activity	GO:0003824;
GO:0001761	beta-alanine_transmembrane_transporter_activity	GO:0005215;
GO:0001784	phosphotyrosine_residue_binding	GO:0005488;
GO:0001785	prostaglandin_J_receptor_activity	GO:0060089;
GO:0001786	phosphatidylserine_binding	GO:0005488;
GO:0001790	polymeric_immunoglobulin_binding	GO:0005488;
GO:0001791	IgM_binding	GO:0005488;
GO:0001792	polymeric_immunoglobulin_receptor_activity	GO:0060089;
GO:0001793	IgM_receptor_activity	GO:0060089;
GO:0001846	opsonin_binding	GO:0005488;
GO:0001847	opsonin_receptor_activity	GO:0060089;
GO:0001848	complement_binding	GO:0005488;
GO:0001849	complement_component_C1q_binding	GO:0005488;
GO:0001850	complement_component_C3a_binding	GO:0005488;
GO:0001851	complement_component_C3b_binding	GO:0005488;
GO:0001852	complement_component_iC3b_binding	GO:0005488;
GO:0001853	complement_component_C3dg_binding	GO:0005488;
GO:0001854	complement_component_C3d_binding	GO:0005488;
GO:0001855	complement_component_C4b_binding	GO:0005488;
GO:0001856	complement_component_C5a_binding	GO:0005488;
GO:0001857	complement_component_C1q_receptor_activity	GO:0060089;
GO:0001858	complement_component_iC3b_receptor_activity	GO:0060089;
GO:0001859	complement_component_C3dg_receptor_activity	GO:0060089;
GO:0001860	complement_component_C3d_receptor_activity	GO:0060089;
GO:0001861	complement_component_C4b_receptor_activity	GO:0060089;
GO:0001862	collectin_binding	GO:0005488;
GO:0001863	collectin_receptor_activity	GO:0060089;
GO:0001864	pentraxin_binding	GO:0005488;
GO:0001871	pattern_binding	GO:0005488;
GO:0001872	(1-&gt;3)-beta-D-glucan_binding	GO:0005488;
GO:0001873	polysaccharide_receptor_activity	GO:0060089;
GO:0001874	(1-&gt;3)-beta-D-glucan_receptor_activity	GO:0060089;
GO:0001875	lipopolysaccharide_receptor_activity	GO:0060089;
GO:0001876	lipoarabinomannan_binding	GO:0005488;
GO:0001877	lipoarabinomannan_receptor_activity	GO:0060089;
GO:0001882	nucleoside_binding	GO:0005488;
GO:0001883	purine_nucleoside_binding	GO:0005488;
GO:0001884	pyrimidine_nucleoside_binding	GO:0005488;
GO:0001888	glucuronyl-galactosyl-proteoglycan_4-alpha-N-acetylglucosaminyltransferase_activity	GO:0003824;
GO:0001918	farnesylated_protein_binding	GO:0005488;
GO:0001962	alpha-1,3-galactosyltransferase_activity	GO:0003824;
GO:0001965	G-protein_alpha-subunit_binding	GO:0005488;
GO:0001968	fibronectin_binding	GO:0005488;
GO:0001972	retinoic_acid_binding	GO:0005488;
